date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:52	845414/845414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202014%2006:00:26%20GMT	http://www.todayifoundout.com/wp-content/uploads/2014/01/salt3.jpg	C:/My%20Web%20Sites/test/www.todayifoundout.com/wp-content/uploads/2014/01/salt3.jpg	(from https://mini-ielts.com/)
19:48:52	390951/390951	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Aug%202015%2005:21:21%20GMT	https://www.artgallery.nsw.gov.au/media/uploads/artists/MP_in_her_Adelaide_studio_c1909_photograph_from_the_State_Library_of_SA.jpg	C:/My%20Web%20Sites/test/www.artgallery.nsw.gov.au/media/uploads/artists/MP_in_her_Adelaide_studio_c1909_photograph_from_the_State_Library_of_SA.jpg	(from https://mini-ielts.com/)
19:48:52	69460/69460	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:50%20GMT	https://mini-ielts.com/reading?c=recent-actual-tests	C:/My%20Web%20Sites/test/mini-ielts.com/readingd47e.html	(from https://mini-ielts.com/)
19:48:52	59772/59772	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:51%20GMT	https://mini-ielts.com/1518/view-solution/reading/australian-artist-margaret-preston	C:/My%20Web%20Sites/test/mini-ielts.com/1518/view-solution/reading/australian-artist-margaret-preston.html	(from https://mini-ielts.com/)
19:48:52	42458/42458	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:52%20GMT	https://mini-ielts.com/1516/reading/the-importance-of-law	C:/My%20Web%20Sites/test/mini-ielts.com/1516/reading/the-importance-of-law.html	(from https://mini-ielts.com/)
19:48:53	48383/48383	---M--	200	added ('OK')	image/jpeg	etag:%22e085dc2d3e7defae%22	https://i1.wp.com/vidhi.org/wp-content/uploads/2020/07/justice-scales-wood-judge-gavel-wooden-hammer-with-law-code-books-legal-legislation-authority-vector-concept_53562-6495.jpg?fit=626%2C512&ssl=1	C:/My%20Web%20Sites/test/i1.wp.com/vidhi.org/wp-content/uploads/2020/07/justice-scales-wood-judge-gavel-wooden-hammer-with-law-code-books-legal-legislation-authority-vector-concept_53562-6495a2a9.jpg	(from https://mini-ielts.com/)
19:48:53	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:48:52%20GMT	https://mini-ielts.com/1516/view-solution/reading/the-importance-of-law	C:/My%20Web%20Sites/test/mini-ielts.com/1516/view-solution/reading/the-importance-of-law.1e.delayed	(from https://mini-ielts.com/)
19:48:53	44224/44224	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:53%20GMT	https://mini-ielts.com/1542/reading/william-gilbert-and-magnetism	C:/My%20Web%20Sites/test/mini-ielts.com/1542/reading/william-gilbert-and-magnetism.html	(from https://mini-ielts.com/)
19:48:54	6239/6239	---M--	200	added ('OK')	image/jpeg	etag:%22d48d7eccf366da1:0%22	http://images.mini-ielts.com/images/2024/wil-gilbert.jpeg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2024/wil-gilbert.jpg	(from https://mini-ielts.com/)
19:48:55	63693/63693	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:54%20GMT	https://mini-ielts.com/1542/view-solution/reading/william-gilbert-and-magnetism	C:/My%20Web%20Sites/test/mini-ielts.com/1542/view-solution/reading/william-gilbert-and-magnetism.html	(from https://mini-ielts.com/)
19:48:55	49543/49543	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:54%20GMT	https://mini-ielts.com/1541/reading/pacific-navigation-and-voyaging	C:/My%20Web%20Sites/test/mini-ielts.com/1541/reading/pacific-navigation-and-voyaging.html	(from https://mini-ielts.com/)
19:48:56	73529/73529	---M--	200	added ('OK')	image/jpeg	etag:%2211f39-5eea603a0596a%22	https://www.learnz.org.nz/sites/learnz.org.nz/files/b-lc192-01-navigation.jpg	C:/My%20Web%20Sites/test/www.learnz.org.nz/sites/learnz.org.nz/files/b-lc192-01-navigation.jpg	(from https://mini-ielts.com/)
19:48:56	68398/68398	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:56%20GMT	https://mini-ielts.com/1541/view-solution/reading/pacific-navigation-and-voyaging	C:/My%20Web%20Sites/test/mini-ielts.com/1541/view-solution/reading/pacific-navigation-and-voyaging.html	(from https://mini-ielts.com/)
19:48:56	44202/44202	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:56%20GMT	https://mini-ielts.com/1540/reading/the-dingo-debate	C:/My%20Web%20Sites/test/mini-ielts.com/1540/reading/the-dingo-debate.html	(from https://mini-ielts.com/)
19:48:57	415986/415986	---M--	200	added ('OK')	image/jpeg	etag:3f0c00919eb6222e2b213a3a01374344	https://upload.wikimedia.org/wikipedia/commons/6/66/Dingo_on_the_road.jpg	C:/My%20Web%20Sites/test/upload.wikimedia.org/wikipedia/commons/6/66/Dingo_on_the_road.jpg	(from https://mini-ielts.com/)
19:48:57	63556/63556	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:57%20GMT	https://mini-ielts.com/1540/view-solution/reading/the-dingo-debate	C:/My%20Web%20Sites/test/mini-ielts.com/1540/view-solution/reading/the-dingo-debate.html	(from https://mini-ielts.com/)
19:48:57	44345/44345	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:57%20GMT	https://mini-ielts.com/1537/reading/australian-parrots-and-their-adaptation-to-habitat-change	C:/My%20Web%20Sites/test/mini-ielts.com/1537/reading/australian-parrots-and-their-adaptation-to-habitat-change.html	(from https://mini-ielts.com/)
19:48:58	23268/23268	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jan%202025%2014:38:46%20GMT	https://discovery.sndimg.com/content/dam/images/discovery/fullset/2021/10/5/GettyImages-CA23675.jpg.rend.hgtvcom.616.411.suffix/1633472913953.jpeg	C:/My%20Web%20Sites/test/discovery.sndimg.com/content/dam/images/discovery/fullset/2021/10/5/GettyImages-CA23675.jpg.rend.hgtvcom.616.411.suffix/1633472913953.jpg	(from https://mini-ielts.com/)
19:48:58	63513/63513	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:48:58%20GMT	https://mini-ielts.com/1537/view-solution/reading/australian-parrots-and-their-adaptation-to-habitat-change	C:/My%20Web%20Sites/test/mini-ielts.com/1537/view-solution/reading/australian-parrots-and-their-adaptation-to-habitat-change.html	(from https://mini-ielts.com/)
19:48:58	52952/52952	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/Images/9.png	C:/My%20Web%20Sites/test/mini-ielts.com/Images/9.png	(from https://mini-ielts.com/)
19:48:59	35721/35721	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/Images/11.png	C:/My%20Web%20Sites/test/mini-ielts.com/Images/11.png	(from https://mini-ielts.com/)
19:48:59	46570/46570	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/Images/10.png	C:/My%20Web%20Sites/test/mini-ielts.com/Images/10.png	(from https://mini-ielts.com/)
19:48:59	2771/2771	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:44:15%20GMT	https://mini-ielts.com/about	C:/My%20Web%20Sites/test/mini-ielts.com/about.html	(from https://mini-ielts.com/)
19:48:59	4702/4702	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:18:36%20GMT	https://mini-ielts.com/privacy-policy	C:/My%20Web%20Sites/test/mini-ielts.com/privacy-policy.html	(from https://mini-ielts.com/)
19:49:00	4119/4119	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:31:10%20GMT	https://mini-ielts.com/terms-and-conditions	C:/My%20Web%20Sites/test/mini-ielts.com/terms-and-conditions.html	(from https://mini-ielts.com/)
19:49:05	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/test/www.google-analytics.com/analytics.js	(from https://mini-ielts.com/)
19:49:08	32217/32217	---M-Z	200	added ('OK')	text/css	etag:%22099f96692db1:0%22	https://www.w3schools.com/w3css/3/w3.css	C:/My%20Web%20Sites/test/www.w3schools.com/w3css/3/w3.css	(from https://mini-ielts.com/)
19:49:08	4519/4519	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2011%20Mar%202025%2012:49:08%20GMT	http://code.highcharts.com/highcharts.js	C:/My%20Web%20Sites/test/code.highcharts.com/highcharts.35.delayed	(from https://mini-ielts.com/)
19:49:12	188733/188733	---M--	200	added ('OK')	text/javascript	etag:15713266068008183054	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/test/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://mini-ielts.com/)
19:49:12	134869/134869	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Mar%202025%2012:49:08%20GMT	https://mini-ielts.com/bundles/js?v=ppMEAaxn4TkJByikG5Lw8hGo6PpD0tMOTO6Tgttmjgc1	C:/My%20Web%20Sites/test/mini-ielts.com/bundles/jsbe03	(from https://mini-ielts.com/)
19:49:12	1170/1170	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2011%20Mar%202025%2012:49:08%20GMT	https://mini-ielts.com/bundles/listing?v=66CO3oC_q6Kd2I1AsktIA4bDhnMgoj6uxWM7CRoW37g1	C:/My%20Web%20Sites/test/mini-ielts.com/bundles/listing220f	(from https://mini-ielts.com/)
19:49:12	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2011%20Mar%202025%2012:49:12%20GMT	http://connect.facebook.net/en_GB/sdk.js	C:/My%20Web%20Sites/test/connect.facebook.net/en_GB/sdk.37.delayed	(from https://mini-ielts.com/)
19:49:12	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22358de8cce330cb76fe8c7747357cbf63%22	https://connect.facebook.net/en_GB/sdk.js	C:/My%20Web%20Sites/test/connect.facebook.net/en_GB/sdk.js	(from https://mini-ielts.com/)
19:49:13	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regular.eot	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:13	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:13	18028/18028	---M--	200	added ('OK')	font/x-woff	etag:%221D99AC81E804600%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regular.woff2	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:14	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:%221D99AC81E804600%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regular.woff	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:14	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regular.ttf	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:14	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/glyphicons-halflings-regular.svg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfont3e6e.eot	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:15	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfontd41d.eot	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:15	77160/77160	---M--	200	added ('OK')	font/x-woff	etag:%221D99AC81E804600%22	https://mini-ielts.com/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfont3e6e.woff2	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:15	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%221D99AC81E804600%22	https://mini-ielts.com/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfont3e6e.woff	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:16	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfont3e6e.ttf	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:16	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/test/mini-ielts.com/fonts/fontawesome-webfont3e6e.svg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:16	89/89	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/hsizegrip.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/hsizegrip.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:16	361/361	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/u613-grad.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/u613-grad.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:17	19756/19756	---M--	200	added ('OK')	image/jpeg	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/sky.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/images/sky.jpg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:17	15460/15460	---M--	200	added ('OK')	image/jpeg	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/clouds_blue1_paper.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/images/clouds_blue1_paper.jpg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:17	245/245	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/u1047-grad.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/u1047-grad.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:18	2232/2232	---M--	200	added ('OK')	image/jpeg	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/icon-1.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/images/icon-1.jpg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:18	1542/1542	---M--	200	added ('OK')	image/jpeg	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/icon-2.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/images/icon-2.jpg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:18	1519/1519	---M--	200	added ('OK')	image/jpeg	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/icon-3.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/images/icon-3.jpg	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:18	5728/5728	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/phone-mockup.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/phone-mockup.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:19	1320/1320	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/mobile.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/mobile.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:19	2311/2311	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/play.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/play.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:19	1757/1757	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/academic.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/academic.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:20	1385/1385	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/browser.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/browser.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:20	1993/1993	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/envelope.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/envelope.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
19:49:20	364038/364038	---M--	200	added ('OK')	image/png	etag:%22046801ec89ad91:0%22	https://mini-ielts.com/images/map-image.png	C:/My%20Web%20Sites/test/mini-ielts.com/images/map-image.png	(from https://mini-ielts.com/Content/css?v=Ayi0WMzQIX2m70NST0dJw2_CRm7GzPugyjWygZZRouQ1)
